"","id","nps","satisfaction","intention","explication","NbPassageKS","CaTicket","t"
"1038",236875,NA,8,8,NA,1,106.69,9
"1039",237888,8,9,9,NA,10,16.1,9
"1040",238151,8,8,9,"Rayon mobilier de jardin/ déco superbe.  Certaines plantes d'extérieurs pas assez mises en valeur.",4,355.8,9
"1041",238328,10,9,10,NA,34,23.81,9
"1042",238736,10,10,10,"Magasin bien tenu, personnel à l'écoute.",8,77.3,8
"1043",238940,10,8,10,NA,7,95.3,8
"1044",239532,10,8,10,"j'avais un bon de réduction de 7? pour 50 ? d'achat, jetrouve que ce montant est trop élevépour pouvoir bénéficier de la remise.",7,34.3,9
"1045",239867,8,9,9,"Bravo les oiseaux reviennent à Botanic, mais leurs prix sont exhorbitants alors que chez Animalis, j'ste en face, ils sont 30? moins chers.",9,118.19,8
"1046",239888,10,8,10,NA,17,9.2,8
"1047",239951,9,8,10,"jetrouve le magasin d'Annecy le vieux beaucoup moins bien achalandé que celui de Seynod que ce soit au niveau des jardinières qu'au  niveau des fleurs disponibles pourquoi en tel ‚cart pour la même enseigne ?",16,18.49,8
"1048",240022,10,10,10,NA,19,57.87,9
"1049",240254,10,10,10,NA,10,210.84,8
"1050",240288,8,8,8,NA,7,183.46,10
"1051",240615,9,6,9,NA,21,29.82,8
"1052",240770,10,8,10,"plus de suivi et de r‚gularit‚ dans l'alimentation canine",9,49.81,8
"1053",240898,9,9,9,"Un meilleur agencement du coin bibliothèque et plus de choix sur les livres sur les animaux. développer le rayon bio.",26,38.6,8
"1054",241115,10,9,10,"il n'y a plus de toilettes pour les clients et cela est une gène surtout lorsque l'on y passe du temps",46,24.59,9
"1055",241364,9,9,9,NA,8,-15,9
"1056",241701,6,7,9,"les prix sont assez elever",10,16.45,8
"1057",241779,10,10,10,NA,7,11.5,9
"1058",242451,8,8,8,NA,3,41.72,9
"1059",242710,8,8,8,NA,4,57.65,8
"1060",242910,10,10,10,NA,27,193.46,7
"1061",243418,10,10,10,"Des fiches d'informations suivant les types de plantes devraient être affichées en caractères plus gros pour indiquer les temps de floraison, les sensibilit‚s, les accords pr‚f‚rables...",2,127.35,10
"1062",243559,10,10,10,NA,13,26.42,10
"1063",243626,10,10,10,NA,10,49.9,8
"1064",243631,10,10,10,"j'ai command‚ une lampe pour un aquarium RENA depuis d‚cembre 2013, à ce jour toujours aucune nouvelle  ! jepense qu'il serait important de suivre les commandes avec plus de s‚rieux. jepose la question chaque semaine et toujours aucune r‚ponse.",26,2.9,8
"1065",243709,6,5,6,"jeregrette la disparition du rayon déco.Ou très diminu‚...",10,146.58,9
"1066",243837,8,8,8,"Un bon d'achat de moins de 10 euros pour plus de 300 euros d'achat c'est trop peu. Sinon personnel aimable et serviable, magasins beaux et attractifs.",7,36.85,8
"1067",244070,10,10,10,"j'ste vous remerciez pour votre accueil et vos conseils?.!!! A bientôt",2,88.78,9
"1068",244521,8,8,10,NA,4,26,8
"1069",244649,10,9,10,NA,26,59.28,8
"1070",244747,9,9,9,NA,5,85.76,9
"1071",245265,8,8,8,"jem'‚tais inscrit comme testeur d'aliments Bio sur votre site, jen'ai j'mais eu de r‚ponse, ce qui est impoli.",20,65.23,9
"1072",245325,8,8,10,NA,9,24,8
"1073",245589,10,9,9,"1 j'aimerais trouver dans la boutique de Noel des décorations ne provenant pas toutes de Chine . 2 pourquoi ne pas cr‚er un espace caf‚ à Vitrolles comme il en existe un à Mouans Sartoux dans les Alpes Maritimes? 3 A quand un marché bio à Aix (13)?",22,92.7,8
"1074",245731,6,3,7,NA,6,24.15,9
"1075",246463,10,10,10,NA,9,17.8,8
"1076",246537,10,9,10,NA,19,12.2,8
"1077",246749,9,8,8,NA,5,80.93,9
"1078",246872,6,6,6,NA,6,7.5,8
"1079",247330,10,8,10,NA,1,18.65,8
"1080",247584,9,9,9,NA,9,10.94,9
"1081",247677,9,8,9,NA,12,81.39,8
"1082",247843,10,10,10,NA,6,97.5,8
"1083",247883,10,10,10,"Personnel tres agreable et qualifier domage de l attente trop reguliere pour etre servi",36,40.44,9
"1084",248225,9,9,9,NA,27,25.5,9
"1085",248546,10,10,10,NA,19,3.5,9
"1086",248584,8,5,10,NA,5,75.15,8
"1087",249571,8,9,10,NA,13,47.05,8
"1088",249589,5,10,10,NA,22,48.64,8
"1089",249782,10,10,10,NA,10,62.21,8
"1090",249874,10,10,10,"peut-être un peu plus de gens à la caisse quand il y a du monde... merci",6,30.85,9
"1091",249891,10,10,10,NA,8,25.55,8
"1092",249924,8,8,10,NA,15,44.04,8
"1093",250039,10,10,10,"Accueil très sympathique de la part de tous les vendeurs, immense choix, continuez",11,80.96,9
"1094",250576,9,10,10,NA,12,80.35,8
"1095",250643,10,10,10,NA,10,23.27,10
"1096",250681,10,10,10,"Ce serait bien d'avoir des ""lots"" promotionnels. Du style ""un arbre + le terreau + l'engrais qui va avec"" = X euros.",2,307.35,7
"1097",251262,7,8,8,"produits proposés - notamment les plantes - de très bonne qualité MAIS prix les plus chers de la région !!! regrettable !",2,190.55,9
"1098",251540,9,8,9,NA,32,7.6,8
"1099",251997,8,8,8,"Prix de l alimentation très elev‚.",14,162.14,8
"1100",252051,8,8,8,NA,6,28.42,8
"1101",252303,10,9,10,"attente trop longue aux caisses",4,79.9,8
"1102",252537,9,9,9,"produits assez chers mais qualité correcte - une remarque sur le foin bio gros conditionnement  rongeurs - depuis quelques temps les paquets ne sont plus très beau (remplis avec beaucoup de d‚bris et de poussières ! la moitié est à j'ter !",8,79.66,8
"1103",252543,10,9,10,"bonjour , Commerçant ind‚pendant jesuis oppos‚ au travail dominical. jesouhaite que vous pensiez àvotre personnel et à vos petits concurrents en fermant le dimanche.D‚fendre à tout prix l'écologie est louable , mais les hommes sont plus important",1,66.85,9
"1104",252735,10,10,10,NA,3,53.7,8
"1105",252741,10,9,10,"Bonjour, Beaucoup de choix dans cette jardinerie, mais jen'ai pas trouvé de cor‚opsis verticillata ""Zagreb"" et jerecherche depuis trois ans des bulbes de z‚phyranthes.",4,97.07,8
"1106",252811,10,9,10,"rupture de stock(pieges à limaces) un peu longue vu saison,MAIS satisfaction tout de même!!",14,45.24,8
"1107",253008,5,5,5,"am‚liorer la politesse de l hôtesse d'accueil et la compétence de la caissière !",4,97.4,8
"1108",253054,8,8,8,NA,18,43.2,8
"1109",253342,8,8,10,NA,9,9.55,8
"1110",253401,7,6,8,"jesuis d'habitude contente mais la dernière fois que jesuis venue, j'ai été déçue par le peu de choix pour le potager.",13,79.72,8
"1111",253758,9,9,10,NA,16,143.8,8
"1112",254060,10,10,10,NA,14,95.15,8
"1113",254145,10,9,10,"le magasin est propre bien présent‚. le personnel poli et si l'on a besoin d'un renseignement, c'est toujours avec un sourire.  jesuis contente de mon magasin. il m'arrive d'y aller pour m'y promener.",15,8.7,8
"1114",254700,10,10,10,NA,14,33.87,9
"1115",254718,10,8,8,"le magasin est toujours bien dispos‚ en articles. j'ai l'impression d'être tjebien reçu , bien agréable et unique. Le cadre très lumineux reste un plus. Continuez cela reste un plaisir d'y venir.  la hauteur sous plafond > bien-être. Merci",6,55.99,8
"1116",254821,8,7,8,NA,18,62.55,9
"1117",254952,10,10,10,"le personnel est toujours disponible et agréable, ça fait du bien !",14,102.44,8
"1118",255034,10,9,9,NA,7,53.13,10
"1119",255473,10,10,10,NA,8,21.75,8
"1120",255506,10,10,10,"ras",6,99.4,9
"1121",255589,8,8,8,NA,19,70,8
"1122",255752,10,10,10,NA,8,76.72,9
"1123",255961,10,8,10,NA,9,70.92,7
"1124",256190,8,8,10,NA,20,16.64,10
"1125",256304,9,9,10,NA,5,15.9,9
"1126",256445,7,7,10,NA,15,14.95,12
"1127",257149,7,6,6,NA,2,67.4,9
"1128",257474,10,10,10,NA,6,3.45,9
"1129",257889,10,10,10,NA,3,144.51,10
"1130",257943,6,6,6,"prix trop élevés",2,72.61,12
"1131",258160,3,5,1,NA,10,33.75,11
"1132",258613,10,10,10,"j'appécierai que Botanic propose des conf‚rences afin de nous responsabiliser dans nos actes de jardiniers. j'aimerais être inform‚e par newsletter des ateliers anim‚s en Rhône-Alpes.",3,71.98,9
"1133",258782,10,8,10,NA,2,127.03,9
"1134",258923,10,8,10,"BAISSEZ UN PEU LES PRIX!!!! Internet va vous d‚trôner.... (mobilier de jardin) Manque de propo de produits non bio....",24,101.3,9
"1135",259050,10,10,10,NA,27,20.67,9
"1136",259766,4,7,5,"Produits trop chers, magasin triste",14,2.29,8
"1137",259890,9,9,9,NA,2,71.22,7
"1138",259903,10,10,10,"Ne changez pas , votre personnel est fort sympathique et toujours à l'écoute ,merci",5,39.4,8
"1139",260099,10,10,10,NA,36,69.6,7
"1140",260222,8,8,8,NA,9,161.06,8
"1141",260439,10,10,10,"SURPRIS PAR LA QUALITE DE L'ASSORTIMENT ET LA DISPONIBILITE DU PERSONNEL",3,25.45,12
"1142",260832,6,6,6,"personnel pas toujours très disponible",10,97.28,8
"1143",261196,8,9,9,NA,7,77.59,12
"1144",261214,10,10,10,NA,9,80.69,12
"1145",261895,8,7,8,NA,8,127.64,9
"1146",261985,10,10,10,"Chaqun de vos colleges est tres poli et toujours pret d'aider. C'est un vrai plaisir de venir chez vous. Meme si vos prix sont parfois plus chers, c'est la qualite qui ne manque j'mais. Merci beaucoup",8,82.75,9
"1147",262658,10,10,10,"bravo une bonne equipe depuis des annees continuez",8,42.49,9
"1148",263019,NA,10,NA,NA,14,17.33,7
"1149",263719,10,10,10,NA,14,78.02,9
"1150",264072,10,8,10,"Il y a une odeur assez désagréable vers les caisses !  :-/",3,28.13,8
"1151",264956,6,7,6,"Botanic est devenu une marque beaucoup plus chère que d'autres enseignes. Les prix sont intéressants seulement pour les personnes qui ont la carte (si elle est payante lors de la fin de mon adh‚sion, jene la renouvellerai pas.",5,16.8,13
"1152",265114,10,7,10,NA,18,155.84,14
"1153",265188,10,9,10,NA,6,58.66,7
"1154",265287,10,10,10,NA,3,132.31,12
"1155",265445,10,9,10,"rien a signaler",12,28.24,13
"1156",265716,8,8,9,NA,8,36.91,8
"1157",265926,6,7,7,NA,8,148.35,13
"1158",266084,10,9,10,NA,10,148.75,13
"1159",266186,7,7,7,NA,6,23.4,13
"1160",266238,10,9,10,NA,14,-31.41,13
"1161",266453,10,10,10,"jeviens de constater une diff‚rence de prix très importante avec vos concurrents proches (mill animo et brico rama Epagny) sur les croquettes proplan chien st‚rilis‚ paquet de 12kg, presque 10 euros....",31,0,8
"1162",266600,10,10,10,NA,21,50.9,10
"1163",266730,10,10,10,NA,6,70.98,8
"1164",267156,6,4,8,NA,6,40.97,13
"1165",267163,6,6,7,"Les tarifs de certains articles sont exag‚r‚s pour une enseigne spécialis‚e telle que la vôtre(plants de tomate par exemple)",4,213.03,8
"1166",267345,8,8,8,NA,5,124.47,13
"1167",267362,7,5,8,NA,12,35.9,10
"1168",267711,10,9,10,NA,14,6.35,13
"1169",267848,8,8,9,NA,11,84.64,9
"1170",267945,10,10,10,"Vous avez fait une faute d'orthographe dans le questionnaire au verbe RECOMMANDER qui s'‚crit avec un A",22,65.4,13
"1171",268337,8,8,10,NA,9,55.3,8
"1172",268348,10,7,10,NA,28,123.95,9
"1173",268365,7,7,7,NA,7,129.22,8
"1174",268372,10,6,10,NA,11,120.03,10
"1175",268385,6,8,8,NA,10,97.99,8
"1176",268429,10,10,10,"jene reçois pas de bon de reduction et pourtant j'ai dépassé au moins 2fois les 50 points!!!",11,57.15,9
"1177",268936,8,9,9,NA,4,96.16,9
"1178",268956,8,10,10,NA,11,29.5,12
"1179",268967,10,9,9,NA,11,8.6,9
"1180",269791,10,10,10,NA,5,25.44,10
"1181",269864,10,10,10,NA,17,20.25,9
"1182",269910,10,9,10,"ACCUEIL ET CONSEILS EXELLENTS",1,213.42,9
"1183",270064,10,10,10,"Ce que n'aime pas, ce sont les fleurs en barquettes de 6 plantes qui sont toutes de la même couleur. jecomprends que vous ne vouliez pas que les clients fassent du panachage, mais dans ce cas proposez des barquettes déjepanach‚es.",10,94.5,10
"1184",270141,10,10,10,"il est parfois un peu dur de trouver le bon vendeur pour un renseignement, mais sinon, ils sont très aimable et serviable lorsqu'on met la main dessus",11,140.71,13
"1185",270215,9,9,9,NA,6,65.47,10
"1186",270361,7,9,8,"nous trouvons qu'il y a un choix moins important en plantes vertes d'années en années",13,20.91,13
"1187",270590,10,10,10,"Personnel aimable et compétent, de bon conseil !",8,107.35,13
"1188",270978,10,10,10,NA,11,79.07,12
"1189",271206,10,6,10,"Bonjour, j'étais venue dans l'intention d'acheter un harnais pour chien de petite taille, et non seulement j'ai trouvé les articles onéreux et pas très j'lis et ceux (très peu) qui ‚taient j'lis ‚taient soit trop grand ou plutôt destin‚s aux femel",1,12.49,13
"1190",271490,10,10,10,NA,6,62.71,12
"1191",271773,8,8,8,"pourquoi changez vous tres souvent de marques de croquettes de chien de votre enseigne ??",5,0,12
"1192",271878,10,9,10,"jesouhaiterais plus de choix en th‚ et tisane bio, en vrac ainsi que des tasses à th‚.",4,31.75,10
"1193",272422,9,9,9,NA,7,82.45,9
"1194",273110,8,6,10,"Les prix sont de plus en plus élevés, dommage!",30,25.2,9
"1195",273276,9,8,10,NA,14,32.1,9
"1196",273308,9,10,10,NA,15,94.54,10
"1197",273761,10,10,10,NA,11,54.1,11
"1198",273915,10,8,10,NA,4,445.26,9
"1199",274610,10,10,10,NA,54,32.73,9
"1200",274647,8,NA,7,"Un des vendeurs n'a pas été du tout aimable pour me renseigner. En revanche sa collègue était agréable et compétente.",8,93.36,11
"1201",274887,10,10,10,"C'est dommage qu'il n'y ait pas dans chaque magasin Botanic un coin ""caf‚ philo écolo"" (comme à Villeurbanne). Cela permet de passer un moment sympa, en consommant du bio, au milieu de livres qui donnent envie d'acheter...",15,65.03,11
"1202",275146,10,9,10,NA,18,33.69,8
"1203",275235,10,10,10,NA,9,37.29,9
"1204",275379,8,8,8,NA,5,15.9,8
"1205",275402,10,10,10,"j'ai été remarquablement renseign‚e sur la culture des orchidées. Merci.",1,106.09,9
"1206",275518,8,9,8,NA,5,69.9,8
"1207",275680,8,7,10,NA,2,48.45,8
"1208",276664,10,10,10,"ce questionnaire vaut pour le botanic de ville la grand jene retournerai plus à celui de gaillard jeai acheté 20 poissons n‚ons au bout de 4 jours il m'en restait 9 et on m a répondu que j'aurai d–t  ramener les cadavres dans les 48 h",22,8.15,9
"1209",277330,7,9,10,NA,7,32.85,9
"1210",277574,9,8,9,"Faites du bio moins cher",2,149.36,9
"1211",277642,9,9,10,NA,10,92.93,9
"1212",277965,8,8,8,NA,2,41.37,9
"1213",278002,10,10,10,NA,7,18.7,10
"1214",278515,10,8,10,NA,16,9.22,8
"1215",278585,10,9,10,NA,31,23.41,8
"1216",279428,9,9,9,"Les bons d'achats et autres promotions li‚s à la carte de fidélité doivent être disponibles par informatique aux agents de caisse. En effet, jeavais oubli‚ chez moi la réduction reçuequand jesuis passée chez Botanic et n'en ai donc pas profit‚.",8,83.83,8
"1217",279448,NA,10,NA,NA,5,71.03,9
"1218",279454,7,6,8,NA,10,61.13,9
"1219",279658,8,8,8,NA,3,52.6,8
"1220",279790,10,9,10,NA,11,16.19,8
"1221",280064,10,9,10,NA,3,75.85,8
"1222",280144,7,8,8,"Serait-il possible d'avoir du lait de chèvre à un pri raisonnable (vendu 3,35 le litre chez vous pour 2,55 à Carrefour) d'une part ? Et du premichèvre (lait de chèvre maternis‚ de la gamme premilait) car il y a les autres laits de vache maternis‚",14,5.17,8
"1223",280222,9,9,9,NA,2,24.63,8
"1224",280490,7,7,9,"Il est quand même assez difficile de trouver un vendeur disponible ; dommage !",1,46.14,8
"1225",280511,8,8,8,NA,15,51.9,8
"1226",280609,8,8,8,NA,5,64.5,9
"1227",281025,7,7,7,NA,3,106.67,9
"1228",281031,10,8,10,"jesuis une fidèle de votre magasin qui me satisfait pleinement, seul b‚mol : les prix, de plus en plus élevés j'ai l'impression.",11,11.89,9
"1229",281080,10,8,9,NA,26,21.5,13
"1230",281197,8,9,7,NA,7,43.72,13
"1231",281409,8,10,8,"pas de toilettes à Vitrolles",9,66.17,9
"1232",281426,10,10,10,NA,2,105.57,13
"1233",281690,10,9,10,NA,14,324.6,13
"1234",281777,7,4,10,NA,12,81.06,9
"1235",282193,7,7,7,NA,15,114.21,13
"1236",282530,10,10,10,NA,8,6.15,8
"1237",282616,8,8,10,"Fruits et l‚gumes bios pas toujours très frais,dommage.",23,102.42,12
"1238",282788,3,NA,6,NA,20,56.6,9
"1239",282971,9,10,9,"ras",2,63.99,13
"1240",283068,9,8,8,NA,13,42.79,8
"1241",283090,8,10,10,"concernant Botanic Avignon les Angles. le bƒtiment et les parking sembles laiss‚s à l'abandon. marquage contradictoire et superpos‚s. végétation qui survit seule, pas de parking jardin‚. très mauvaise image de marques.",10,186.58,9
"1242",283182,10,8,10,NA,10,33.9,8
"1243",283232,NA,7,NA,NA,19,56.04,8
"1244",283394,6,6,6,NA,3,105.58,13
"1245",283515,9,9,9,"Prix parfois (souvent...) trop élevés par rapport à d'autres enseignes.",5,108.3,12
"1246",283525,10,8,10,NA,17,50.35,9
"1247",283593,3,6,6,NA,9,48.65,12
"1248",283665,10,8,10,"Toujours pas de coupe-griffes pour chat depuis 1 mois ...",5,33.4,12
"1249",284124,10,10,10,"la nouvelle modification des magasins est tres bien . j'espere par la suite retrouver plus facilement ce qui m interesse en priorite.",12,60.69,13
"1250",284315,9,8,10,"TOUT CONVIENT POUR LES YEUX ET LES BESOINS MEME UN MOMENT ZEN",10,14.17,8
"1251",284483,10,10,10,NA,12,-3.95,8
"1252",284666,9,10,10,"les produits sont un peu chers mais d'excellentes qualités",32,103.3,9
"1253",284695,10,10,10,NA,7,117.28,8
"1254",284707,10,10,10,NA,3,7.95,8
"1255",284801,8,8,8,NA,12,83.01,8
"1256",285159,10,10,10,NA,7,85.72,8
"1257",285307,10,8,10,NA,13,52.25,12
"1258",285555,10,10,10,NA,11,51.59,9
"1259",285624,10,9,10,NA,9,6.68,9
"1260",285753,9,10,10,NA,10,69.41,8
"1261",285768,8,10,8,"La seule remarque qu' j'aurais à formuler : le prix de certains produits, plants et obj'ts de décoration qui me fait parfois les reposer à leur place ...",4,52.35,8
"1262",285882,9,10,8,NA,2,227.2,8
"1263",286022,10,10,10,NA,7,15.7,8
"1264",286078,8,5,9,NA,11,26.64,9
"1265",286450,10,8,10,NA,2,113.31,8
"1266",286511,8,8,8,NA,6,127.59,8
"1267",286535,10,10,10,"Pas assez d'offre avec la carte de fidelit‚!",18,44.85,8
"1268",286610,10,10,10,NA,5,74.9,8
"1269",286732,6,6,6,NA,13,29.45,12
"1270",287061,NA,10,10,NA,17,210.87,12
"1271",287231,8,9,9,NA,3,13.12,12
"1272",287234,10,8,10,"tendre le rayon d'alimentation bio permettrait de proposer plus de variétés notamment sur le rayon frais.",45,115.95,12
"1273",287515,8,10,10,NA,10,111.03,12
"1274",287575,8,9,8,"jetrouve qu'il y a moins de choix original qu'il y a 3 ou 4 ans, que ce soit dans les plantes et dans la déco",10,14.76,8
"1275",287586,8,8,9,NA,19,38.94,12
"1276",287698,9,10,10,NA,7,33.99,12
"1277",287735,5,6,8,"Les prix sont beaucoup trop élevés. Voici LA raison pour laquelle jefréquente de moins en moins votre magasin dans la mesure ou d'autres commerces ont ouvert leurs portes dans ma région et me proposent des produits de qualité égale voire supérieure.",7,-0.16,12
"1278",287904,8,7,8,NA,13,27.75,12
"1279",287915,10,10,10,"Tout le personnel y compris celui des  caisses est tres aimable et serviable ce qui est fort agreable",9,86.45,8
"1280",287934,10,8,10,NA,5,12.85,12
"1281",287995,10,10,10,NA,7,23.75,12
"1282",288148,10,10,10,NA,2,7.5,12
"1283",288255,10,9,10,NA,24,29.53,8
"1284",288847,10,10,10,NA,1,128.13,8
"1285",289008,10,10,10,NA,13,82.74,8
"1286",290309,9,9,9,NA,17,9.14,9
"1287",291002,7,10,10,NA,5,58.9,9
"1288",291273,10,10,10,"que des remarques positives ç'est  bien achalande :on a envie de tout acheter, les conseillers sont  sympathiques :un bon moment",9,149.49,9
"1289",291670,6,6,6,NA,7,59.9,9
"1290",292366,9,8,10,NA,6,113.74,8
"1291",292677,10,7,10,NA,2,143.3,8
"1292",292996,10,9,10,NA,3,102.35,8
"1293",293175,10,8,10,NA,7,87,9
"1294",293176,7,9,7,"jetrouve que c'est cher, et c'est la r‚putation de botanic! Ex: 1 petit renoncule env 3 euros et chez l'horticulteur 2.5 euros un grand!!!!",2,47.75,8
"1295",293248,7,7,6,"Baisser les prix",4,59.09,9
"1296",293370,2,5,5,"Revoir leur lecteurs de carte bancaire.",2,203,9
"1297",293375,9,8,9,"très beau magasin pour le jardin - grand choix pour les plantations - prix relativement cher, mais de bonne qualité. T.B.",4,47.68,8
"1298",293434,8,8,9,NA,7,-6,9
"1299",293629,10,9,10,NA,9,189.9,9
"1300",293973,5,5,5,"la caissiere n a pas été très aimable",11,12.45,9
"1301",294424,9,9,8,NA,1,152.67,8
"1302",294631,10,10,10,"Plus de caisses les jours des promotions",21,16.5,8
"1303",294633,9,10,10,NA,8,38.3,8
"1304",294825,10,9,10,"j'ai trouvé dommage qu'il y ait moins de livres pour enfants qu'auparavant , du coup nôus n'avons rien trouvé de ce côt‚ là. Il est dommage que vous ne fassiez plus les croquettes Royal Canin Maxi Sterilsed",10,151.64,8
"1305",294976,6,8,8,"Personnel d‚vou‚ et très compétent. Prix chers par rapport aux concurrents (notamment villaverde), peu d'avantages et de remises pour les clients fidèles.",3,18.43,8
"1306",295605,9,8,10,NA,22,52.08,8
"1307",295774,10,10,10,"j'STE UN PEU PLUS DIFFICILE DE TROUVER QUELQU UN EN EXTERIEUR POUR CONSEILS VERS LES ARBRES ORNEMENT OU FRUITIER",1,95.69,8
"1308",295919,10,10,10,"C'est toujours un plaisir de venir à Botanic!",8,66.08,9
"1309",296011,10,10,10,NA,30,82.65,8
"1310",296368,10,10,10,NA,5,32.85,8
"1311",296378,10,10,10,NA,16,91.17,8
"1312",296446,10,8,10,NA,6,132,9
"1313",296851,10,8,10,NA,10,132.68,8
"1314",296982,10,8,10,NA,7,15.81,8
"1315",297588,9,9,9,NA,5,8.75,8
"1316",297634,10,10,10,NA,7,42.59,8
"1317",298032,10,10,10,"Le magasin ‚volue , ce qui est un point positif.  C'est mon magasin pr‚fèr‚ mais dommage il n'y a pas de bouquet de fleurs coup‚s .",3,49.35,8
"1318",298433,5,5,5,NA,12,15.34,7
"1319",298465,10,8,10,"Pas toujours facile de trouver quelqu'un pour un conseil lors d'achat de plantes",5,63.87,8
"1320",298729,10,9,10,NA,7,127.99,8
"1321",298851,6,6,6,NA,11,63.9,7
"1322",299346,8,5,10,NA,11,7.94,8
"1323",299481,7,6,8,NA,16,25.95,8
"1324",299738,10,10,10,NA,7,3.99,8
"1325",299893,8,9,9,NA,12,57.48,8
"1326",300395,10,10,10,"Fidèle cliente depuis très longtemps. Mais attention aux fautes. Il faur ‚crire Recommander (et pas recommender) et dans 2 prospectus des idées maliGnes (et pas malines) et les pulv‚risateurs qui nous s ont aid‚S (et non pas aid‚ ) !",13,188.99,8
"1327",301848,10,8,10,NA,5,141.65,9
"1328",302606,8,8,8,"am‚liorer les info sur la protection contre les insectes.",20,62.6,8
"1329",303295,10,10,10,"Les vendeurs(euses) sont toujours aussi disponibles et de bon conseil, c'est un vrai plaisir de fréquenter vos magasins, maintenant, ceux de St Genest Lerpt et La Fouillouse (42) puisque nous habitons dans la Loire.",18,71.39,8
"1330",304301,9,9,9,NA,10,121.76,9
"1331",304422,10,10,10,NA,6,24.4,9
"1332",306333,10,8,10,NA,9,56.9,8
"1333",306431,10,10,10,NA,5,64.94,8
"1334",306448,7,8,10,NA,16,24.47,8
"1335",306465,9,10,10,NA,1,265.67,12
"1336",306493,3,3,3,"CERTAINES FLEURS SONT DE QUALITE MOYENNE ET VOUS N'AVEZ PAS DE CHOIX DANS LES FLEURS ARTIFICIELLES EN POT",2,66.74,8
"1337",306811,10,10,10,NA,21,29.55,8
"1338",306949,10,10,10,NA,13,-56.07,8
"1339",307091,9,6,9,NA,5,-35,8
"1340",307388,8,10,10,"Les plantes snt parfois un peu fragiles et ne correspondent pas toujours au climat de la région. Le personnel est très attentif et très aimable.",6,3.95,8
"1341",307684,10,10,10,"Vous êtes mon magasin pr‚f‚r‚",16,42,8
"1342",307872,NA,8,10,NA,12,-25.5,7
"1343",308135,9,9,9,NA,14,1.95,8
"1344",308809,10,10,10,NA,4,180,8
"1345",309138,8,8,8,NA,4,26.25,8
"1346",309317,NA,8,9,NA,4,103.29,9
"1347",309574,10,9,10,NA,4,18.3,8
"1348",309804,10,9,10,NA,17,10.8,9
"1349",309932,10,8,10,NA,7,92.49,8
"1350",310069,7,7,8,"Vos tarifs de plantes  aromatiques sont r‚dibitoires, dommage !  Sinon j'appécie de ne pas avoir de la musique à tue-tête, des vendeurs sympathiques aux conseils souvent avis‚s, des caissières souriantes .",8,91.44,8
"1351",310550,8,9,9,NA,11,21,8
"1352",311165,9,7,10,NA,7,53.45,9
"1353",311861,10,10,10,"jetiens à signaler que vos hôtesses de caisses sont toujours extrêmement agréables,le rayons bio est toujours bien garnis et la responsable toujours de bons conseils!fidèle cliente depuis le d‚but. Dominique gomes",8,33.63,7
"1354",312016,9,9,10,NA,5,29.7,9
"1355",312110,6,7,8,NA,7,28.5,8
"1356",312248,9,8,8,NA,16,11.89,9
"1357",312267,8,9,10,NA,4,25.97,9
"1358",312473,8,8,10,NA,11,30.87,7
"1359",312569,10,10,10,NA,3,87.85,7
"1360",313246,5,7,6,"bons produits dans l'ensemble mais prix très élevés",6,54.55,8
"1361",314117,10,10,10,NA,8,93.06,8
"1362",314178,NA,7,NA,NA,3,40.6,8
"1363",314440,10,9,10,"Aucun commentaire",4,101.47,8
"1364",314646,9,8,9,NA,9,203.89,9
"1365",314742,10,10,10,NA,9,68.48,9
"1366",315032,10,9,10,"Continuez comme ça, surtout dans la qualité de service, l'",1,81.28,8
"1367",315183,8,7,8,"produits pas toujours suivis, tarifs élevés, dommage...",11,125.26,8
"1368",315379,8,8,10,NA,6,94.82,9
"1369",316684,10,10,10,NA,20,19.37,9
"1370",316796,10,7,10,NA,17,54.05,8
"1371",317200,9,8,10,"Les prix sont manquants sur les etiquettes",3,27.75,9
"1372",317232,8,8,8,NA,6,48.15,9
"1373",317573,9,9,9,NA,7,44.97,9
"1374",317871,8,9,10,NA,7,67,12
"1375",317904,10,10,10,NA,17,82.27,8
"1376",318183,10,10,10,"A mon avis, il manque l'espace d‚di‚ à la convivialit‚ pour une pause collation - boisson chaude ou fraŒche - biscuit ...",6,71.93,9
"1377",318402,10,8,10,NA,6,22.83,8
"1378",318455,10,9,10,NA,2,20.55,8
"1379",318668,10,8,8,NA,3,108,9
"1380",319133,10,10,10,NA,23,121.64,8
"1381",319221,10,10,10,NA,33,26.2,9
"1382",320039,10,10,10,NA,6,-34.45,8
"1383",320254,7,7,8,NA,19,108.26,8
"1384",320895,10,10,10,NA,15,25.79,8
"1385",320993,9,6,10,NA,5,198.37,8
"1386",321476,10,8,10,NA,16,7.1,8
"1387",321704,8,8,8,NA,4,58.35,8
"1388",322944,10,8,10,NA,24,6.3,8
"1389",323688,10,10,10,NA,24,5.4,8
"1390",324158,10,10,10,NA,25,35.45,8
"1391",324444,8,8,8,NA,3,109.63,8
"1392",324490,10,8,10,NA,8,193.3,8
"1393",325171,10,5,10,"certains produits ne sont pas identifi‚ par leur prix",4,30,8
"1394",325272,8,8,9,NA,2,39.5,8
"1395",326055,9,8,9,NA,47,136.04,7
"1396",326131,10,9,9,"jesouhaiterai une ouverture continue sur la journée toute l'année  Merci  aujourd'hui les plantes ‚taient superbes",7,62.12,7
"1397",326135,8,9,10,NA,17,139.22,7
